CANDIDATE_NAME,CONSTITUENCY_CODE,CONSTITUENCY_NAME,EVM_VOTES,PARTY,POSTAL VOTES,STATE_CODE,STATE_NAME,TOTAL_VOTES,VOTING_PERCENTAGE
PONNUTHAI. S,37,TENKASI,91130,Independent,986,S22,TAMIL NADU,92116,8.64
PONNUTHAI. M,37,TENKASI,1118,Independent,11,S22,TAMIL NADU,1129,0.11
PONNUTHAI.M,37,TENKASI,4723,Independent,10,S22,TAMIL NADU,4733,0.44
MUTHUMURUGAN. M,37,TENKASI,1728,Independent,6,S22,TAMIL NADU,1734,0.16
MOORTHY. D,37,TENKASI,1980,Independent,5,S22,TAMIL NADU,1985,0.19
VAIRAVAN. P,37,TENKASI,996,Independent,2,S22,TAMIL NADU,998,0.09
PALANIMANICKAMS.S.,30,THANJAVUR,583621,Dravida Munnetra Kazhagam,5357,S22,TAMIL NADU,588978,55.6
STALINR.,30,THANJAVUR,5840,Bahujan Samaj Party,16,S22,TAMIL NADU,5856,0.55
KRISHNAKUMARN.,30,THANJAVUR,57740,Naam Tamilar Katchi,184,S22,TAMIL NADU,57924,5.47
SAMPATH RAMADOSS,30,THANJAVUR,23375,Makkal Needhi Maiam,102,S22,TAMIL NADU,23477,2.22
NATARAJANN.R .,30,THANJAVUR,220417,Tamil Maanila Congress  (Moopanar),432,S22,TAMIL NADU,220849,20.85
PANASAIARANGANK.N.,30,THANJAVUR,2038,Desiya Makkal Sakthi Katchi,3,S22,TAMIL NADU,2041,0.19
ABDULBUHARIK .,30,THANJAVUR,1242,Independent,2,S22,TAMIL NADU,1244,0.12
SAMANTHAK.S.,30,THANJAVUR,2638,Independent,5,S22,TAMIL NADU,2643,0.25
SELVARAJR .,30,THANJAVUR,28234,Independent,40,S22,TAMIL NADU,28274,2.67
MUTHUVELS .,30,THANJAVUR,4508,Independent,1,S22,TAMIL NADU,4509,0.43
MURUGESAN P.,30,THANJAVUR,102418,Independent,453,S22,TAMIL NADU,102871,9.71
VIJAYAKUMART.,30,THANJAVUR,5449,Independent,3,S22,TAMIL NADU,5452,0.51
ARUMUGAM S.,33,THENI,3676,Bahujan Samaj Party,94,S22,TAMIL NADU,3770,0.32
ELANGOVAN E.V.K.S.,33,THENI,425785,Indian National Congress,2335,S22,TAMIL NADU,428120,36.48
RAVEENDRANATH KUMAR P,33,THENI,503459,All India Anna Dravida Munnetra Kazhagam,1354,S22,TAMIL NADU,504813,43.02
ALLIKKODI P.,33,THENI,4024,Samajwadi Forward Bloc,20,S22,TAMIL NADU,4044,0.34
SHAGUL HAMEED,33,THENI,27438,Naam Tamilar Katchi,426,S22,TAMIL NADU,27864,2.37
CHINNASATHIYAMOORTHY T.,33,THENI,2590,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),7,S22,TAMIL NADU,2597,0.22
RADHAKRISHNAN S.,33,THENI,16708,Makkal Needhi Maiam,171,S22,TAMIL NADU,16879,1.44
RAMARAJ G.,33,THENI,754,Ulzaipali Makkal Katchy,25,S22,TAMIL NADU,779,0.07
ALEXPANDIAN S.,33,THENI,3189,Independent,28,S22,TAMIL NADU,3217,0.27
ANNAKILI,33,THENI,5226,Independent,32,S22,TAMIL NADU,5258,0.45
RAVICHANDRAN K.,33,THENI,1037,Independent,6,S22,TAMIL NADU,1043,0.09
ESWARAN,33,THENI,797,Independent,6,S22,TAMIL NADU,803,0.07
GUNASINGH,33,THENI,719,Independent,5,S22,TAMIL NADU,724,0.06
KUMARAGURUBARAN P.,33,THENI,1596,Independent,6,S22,TAMIL NADU,1602,0.14
KESAVARAJA J.,33,THENI,1804,Independent,11,S22,TAMIL NADU,1815,0.15
SILAMBARASAN P.,33,THENI,4191,Independent,7,S22,TAMIL NADU,4198,0.36
SIVAMUNIYANDI A.,33,THENI,1902,Independent,6,S22,TAMIL NADU,1908,0.16
SENTHILKUMAR J.,33,THENI,2172,Independent,0,S22,TAMIL NADU,2172,0.19
THANGA TAMILSELVAN,33,THENI,143173,Independent,877,S22,TAMIL NADU,144050,12.28
PARTHIPAN G.,33,THENI,1809,Independent,4,S22,TAMIL NADU,1813,0.15
PRAKASH P.,33,THENI,832,Independent,7,S22,TAMIL NADU,839,0.07
MANIMURUGAN C.,33,THENI,352,Independent,1,S22,TAMIL NADU,353,0.03
RAMACHANDRAN K.,33,THENI,289,Independent,2,S22,TAMIL NADU,291,0.02
RAMAMURTHI S.,33,THENI,273,Independent,0,S22,TAMIL NADU,273,0.02
RAJASEKARAN V.,33,THENI,273,Independent,1,S22,TAMIL NADU,274,0.02
RAJARISHIGURUDEV S.,33,THENI,613,Independent,1,S22,TAMIL NADU,614,0.05
RAJKUMAR P.,33,THENI,288,Independent,2,S22,TAMIL NADU,290,0.02
VELMURUGAN S.P.,33,THENI,926,Independent,0,S22,TAMIL NADU,926,0.08
VAIYATHURAI A.,33,THENI,1022,Independent,0,S22,TAMIL NADU,1022,0.09
JEYAMANI K.,33,THENI,449,Independent,3,S22,TAMIL NADU,452,0.04
KANIMOZHI KARUNANIDHI,36,THOOTHUKKUDI,560345,Dravida Munnetra Kazhagam,2798,S22,TAMIL NADU,563143,56.81
SIVA V.,36,THOOTHUKKUDI,2909,Bahujan Samaj Party,18,S22,TAMIL NADU,2927,0.3
DR. TAMILISAI SOUNDARARAJAN,36,THOOTHUKKUDI,214497,Bharatiya Janata Party,1437,S22,TAMIL NADU,215934,21.78
GABRIEL JAMES FERNANDO,36,THOOTHUKKUDI,2546,People's Party of India(secular),3,S22,TAMIL NADU,2549,0.26
CHRISTANTINE RAJASEKAR S.,36,THOOTHUKKUDI,48814,Naam Tamilar Katchi,408,S22,TAMIL NADU,49222,4.97
PON KUMARAN T.P.S.,36,THOOTHUKKUDI,25596,Makkal Needhi Maiam,106,S22,TAMIL NADU,25702,2.59
MAHARAJAN M.,36,THOOTHUKKUDI,2911,Pragatishil Samajwadi Party (Lohia),11,S22,TAMIL NADU,2922,0.29
RAJAKUMAR NAIDU E.V.S.,36,THOOTHUKKUDI,2509,Tamil Telugu National Party,7,S22,TAMIL NADU,2516,0.25
RAJKUMAR POLIAH,36,THOOTHUKKUDI,688,Universal Brotherhood Movement,1,S22,TAMIL NADU,689,0.07
JAYA GANESH D.,36,THOOTHUKKUDI,903,Naam Indiar Party,5,S22,TAMIL NADU,908,0.09
GERMANUS S.,36,THOOTHUKKUDI,491,Christian Democratic Front,3,S22,TAMIL NADU,494,0.05
ANTO HILLERY M.,36,THOOTHUKKUDI,921,Independent,3,S22,TAMIL NADU,924,0.09
AMALAN RAJIV BONIFAS,36,THOOTHUKKUDI,2003,Independent,2,S22,TAMIL NADU,2005,0.2
GANESAN M.,36,THOOTHUKKUDI,1446,Independent,7,S22,TAMIL NADU,1453,0.15
GURU K.,36,THOOTHUKKUDI,2273,Independent,3,S22,TAMIL NADU,2276,0.23
SANKARALINGAM M.,36,THOOTHUKKUDI,3029,Independent,0,S22,TAMIL NADU,3029,0.31
SARAVANAN G.,36,THOOTHUKKUDI,2135,Independent,0,S22,TAMIL NADU,2135,0.22
SUNMAN V.,36,THOOTHUKKUDI,613,Independent,2,S22,TAMIL NADU,615,0.06
SIVANESWARAN J.,36,THOOTHUKKUDI,5201,Independent,51,S22,TAMIL NADU,5252,0.53
SUBHASHINI MALLATHI R.C.,36,THOOTHUKKUDI,7953,Independent,156,S22,TAMIL NADU,8109,0.82
SELVIN B.,36,THOOTHUKKUDI,927,Independent,2,S22,TAMIL NADU,929,0.09
SENAI NATARAJAN R.,36,THOOTHUKKUDI,473,Independent,1,S22,TAMIL NADU,474,0.05
BALA MURUGAN P.,36,THOOTHUKKUDI,1697,Independent,2,S22,TAMIL NADU,1699,0.17
ER.PRADEEP GANESAN M.P.,36,THOOTHUKKUDI,887,Independent,0,S22,TAMIL NADU,887,0.09
DR. BHUVANESWARAN M.,36,THOOTHUKKUDI,76569,Independent,297,S22,TAMIL NADU,76866,7.75
PONRAJ S.,36,THOOTHUKKUDI,559,Independent,1,S22,TAMIL NADU,560,0.06
PONNUSAMY M.,36,THOOTHUKKUDI,435,Independent,1,S22,TAMIL NADU,436,0.04
MARAKATHA RAGHAVA RAJ T.,36,THOOTHUKKUDI,428,Independent,0,S22,TAMIL NADU,428,0.04
RAMESH A.,36,THOOTHUKKUDI,668,Independent,1,S22,TAMIL NADU,669,0.07
RAVI SANKAR J.,36,THOOTHUKKUDI,487,Independent,0,S22,TAMIL NADU,487,0.05
RAMA KRISHNAN M.,36,THOOTHUKKUDI,473,Independent,0,S22,TAMIL NADU,473,0.05
RAMAKRISHNAN P.,36,THOOTHUKKUDI,1668,Independent,3,S22,TAMIL NADU,1671,0.17
RAJALINGAM M.,36,THOOTHUKKUDI,1865,Independent,1,S22,TAMIL NADU,1866,0.19
LOURDES S.,36,THOOTHUKKUDI,459,Independent,1,S22,TAMIL NADU,460,0.05
JEYARAJ A.,36,THOOTHUKKUDI,477,Independent,0,S22,TAMIL NADU,477,0.05
JAMES G.,36,THOOTHUKKUDI,406,Independent,1,S22,TAMIL NADU,407,0.04
JASPER GNANA MARTIN G.,36,THOOTHUKKUDI,435,Independent,1,S22,TAMIL NADU,436,0.04
DR.ELANGOVAN. V,24,TIRUCHIRAPPALLI,161379,Desiya Murpokku Dravida Kazhagam,620,S22,TAMIL NADU,161999,15.46
THIRUNAVUKKARASAR. SU,24,TIRUCHIRAPPALLI,615667,Indian National Congress,5618,S22,TAMIL NADU,621285,59.28
BALAMURUGAN. S,24,TIRUCHIRAPPALLI,3949,Bahujan Samaj Party,12,S22,TAMIL NADU,3961,0.38
ASAITHAMBI. P,24,TIRUCHIRAPPALLI,2667,Communist Party of India  (Marxist-Leninist)  (Liberation),18,S22,TAMIL NADU,2685,0.26
ANANDHARAJA. V,24,TIRUCHIRAPPALLI,41970,Makkal Needhi Maiam,164,S22,TAMIL NADU,42134,4.02
EASUDOSS. S,24,TIRUCHIRAPPALLI,1299,Indian Christian Front,4,S22,TAMIL NADU,1303,0.12
GANESAN. P,24,TIRUCHIRAPPALLI,1318,Tamil Nadu Ilangyar Katchi,6,S22,TAMIL NADU,1324,0.13
NACHI. S,24,TIRUCHIRAPPALLI,2364,Desiya Uzhavar Uzhaipalar Kazhagam,4,S22,TAMIL NADU,2368,0.23
VINOTH. V,24,TIRUCHIRAPPALLI,64979,Naam Tamilar Katchi,307,S22,TAMIL NADU,65286,6.23
ARUNACHALAM. A,24,TIRUCHIRAPPALLI,4884,Independent,8,S22,TAMIL NADU,4892,0.47
GANESH. R,24,TIRUCHIRAPPALLI,1220,Independent,3,S22,TAMIL NADU,1223,0.12
KARUPPAIAH.C,24,TIRUCHIRAPPALLI,1212,Independent,6,S22,TAMIL NADU,1218,0.12
KAMARAJ. K,24,TIRUCHIRAPPALLI,731,Independent,0,S22,TAMIL NADU,731,0.07
KARTHIK. K.M,24,TIRUCHIRAPPALLI,2134,Independent,2,S22,TAMIL NADU,2136,0.2
GOPALAKRISHNAN. V,24,TIRUCHIRAPPALLI,2529,Independent,3,S22,TAMIL NADU,2532,0.24
SHADHIK BATCHA. A,24,TIRUCHIRAPPALLI,3374,Independent,2,S22,TAMIL NADU,3376,0.32
SARUBALA. R. THONDAIMAN,24,TIRUCHIRAPPALLI,100399,Independent,419,S22,TAMIL NADU,100818,9.62
SUNDRARAJAN.P,24,TIRUCHIRAPPALLI,3450,Independent,1,S22,TAMIL NADU,3451,0.33
CHELLAPERUMAL.,24,TIRUCHIRAPPALLI,2241,Independent,0,S22,TAMIL NADU,2241,0.21
THIRUNAVUKARASU. S,24,TIRUCHIRAPPALLI,3667,Independent,2,S22,TAMIL NADU,3669,0.35
DURAI BENJAMIN,24,TIRUCHIRAPPALLI,873,Independent,3,S22,TAMIL NADU,876,0.08
PUSHPARAJ. K,24,TIRUCHIRAPPALLI,1601,Independent,3,S22,TAMIL NADU,1604,0.15
VIJAYAKUMAR. P,24,TIRUCHIRAPPALLI,1350,Independent,4,S22,TAMIL NADU,1354,0.13
JAYARAM METHA. S,24,TIRUCHIRAPPALLI,1158,Independent,1,S22,TAMIL NADU,1159,0.11
ESSAKKIAMMAL E,38,TIRUNELVELI,3432,Bahujan Samaj Party,30,S22,TAMIL NADU,3462,0.33
GNANATHIRAVIAM S,38,TIRUNELVELI,517219,Dravida Munnetra Kazhagam,5404,S22,TAMIL NADU,522623,50.26
PAUL MANOJ PANDIAN,38,TIRUNELVELI,335963,All India Anna Dravida Munnetra Kazhagam,1203,S22,TAMIL NADU,337166,32.43
SATHYA B,38,TIRUNELVELI,49491,Naam Tamilar Katchi,407,S22,TAMIL NADU,49898,4.8
SIVASANKAR S,38,TIRUNELVELI,1248,Jammu & Kashmir National Panthers Party,3,S22,TAMIL NADU,1251,0.12
SELVAGANESAN R,38,TIRUNELVELI,1237,United States of India Party,7,S22,TAMIL NADU,1244,0.12
RAMAKRISHNAN N,38,TIRUNELVELI,1687,Naam Indiar Party,1,S22,TAMIL NADU,1688,0.16
VENNIMALAI M,38,TIRUNELVELI,22939,Makkal Needhi Maiam,161,S22,TAMIL NADU,23100,2.22
INDURANI S,38,TIRUNELVELI,885,Independent,11,S22,TAMIL NADU,896,0.09
KAMALA KANNAN,38,TIRUNELVELI,477,Independent,2,S22,TAMIL NADU,479,0.05
SELVA PRAKASH R,38,TIRUNELVELI,778,Independent,1,S22,TAMIL NADU,779,0.07
BAGAVATHIKESAN T,38,TIRUNELVELI,879,Independent,0,S22,TAMIL NADU,879,0.08
PAUL SOLOMON PANDIAN,38,TIRUNELVELI,1406,Independent,1,S22,TAMIL NADU,1407,0.14
MAHARAJAN A,38,TIRUNELVELI,3938,Independent,2,S22,TAMIL NADU,3940,0.38
MAHARAJAN V,38,TIRUNELVELI,5115,Independent,22,S22,TAMIL NADU,5137,0.49
MANIKANDAN G,38,TIRUNELVELI,1957,Independent,1,S22,TAMIL NADU,1958,0.19
MANIKANDAN P,38,TIRUNELVELI,1079,Independent,5,S22,TAMIL NADU,1084,0.1
MANOHARAN P,38,TIRUNELVELI,2093,Independent,2,S22,TAMIL NADU,2095,0.2
MURUGESAN S,38,TIRUNELVELI,3428,Independent,2,S22,TAMIL NADU,3430,0.33
MICHAEL RAYAPPAN S,38,TIRUNELVELI,61760,Independent,449,S22,TAMIL NADU,62209,5.98
MOHANRAJ A,38,TIRUNELVELI,630,Independent,0,S22,TAMIL NADU,630,0.06
RAMASWAMY S,38,TIRUNELVELI,528,Independent,1,S22,TAMIL NADU,529,0.05
RAMAMOORTHI B,38,TIRUNELVELI,585,Independent,1,S22,TAMIL NADU,586,0.06
RAJIV VICTOR,38,TIRUNELVELI,627,Independent,1,S22,TAMIL NADU,628,0.06
RAJKUMAR A,38,TIRUNELVELI,771,Independent,0,S22,TAMIL NADU,771,0.07
RATHINASIGAMANI M,38,TIRUNELVELI,934,Independent,0,S22,TAMIL NADU,934,0.09
AYYANAR C.,18,TIRUPPUR,7312,Bahujan Samaj Party,9,S22,TAMIL NADU,7321,0.65
ANANDAN M.S.M.,18,TIRUPPUR,414782,All India Anna Dravida Munnetra Kazhagam,575,S22,TAMIL NADU,415357,37.1
SUBBARAYAN K.,18,TIRUPPUR,505793,Communist Party of India,2932,S22,TAMIL NADU,508725,45.44
CHANDIRAKUMAR V.S.,18,TIRUPPUR,64538,Makkal Needhi Maiam,119,S22,TAMIL NADU,64657,5.78
JAGANATHAN P.,18,TIRUPPUR,42079,Naam Tamilar Katchi,110,S22,TAMIL NADU,42189,3.77
KATHIRESAN L.,18,TIRUPPUR,3473,Independent,3,S22,TAMIL NADU,3476,0.31
KANAGARAJ P.,18,TIRUPPUR,1519,Independent,1,S22,TAMIL NADU,1520,0.14
KUMAR D.,18,TIRUPPUR,1597,Independent,2,S22,TAMIL NADU,1599,0.14
SENTHILVEL A.,18,TIRUPPUR,1898,Independent,1,S22,TAMIL NADU,1899,0.17
SELVAM S.R.,18,TIRUPPUR,43766,Independent,50,S22,TAMIL NADU,43816,3.91
RAJKUMAR S.,18,TIRUPPUR,4479,Independent,2,S22,TAMIL NADU,4481,0.4
JAGANATHAN P.,18,TIRUPPUR,2675,Independent,8,S22,TAMIL NADU,2683,0.24
R.ANBUCHEZHIAN,1,TIRUVALLUR,15153,Bahujan Samaj Party,34,S22,TAMIL NADU,15187,1.08
DR.P.VENUGOPAL,1,TIRUVALLUR,409274,All India Anna Dravida Munnetra Kazhagam,1063,S22,TAMIL NADU,410337,29.14
DR.K.JAYAKUMAR,1,TIRUVALLUR,764093,Indian National Congress,3199,S22,TAMIL NADU,767292,54.49
C.KALANITHI,1,TIRUVALLUR,4153,Anti Corruption Dynamic Party,9,S22,TAMIL NADU,4162,0.3
D.RAVI PARIYANAR,1,TIRUVALLUR,1754,Republican Party of India (A),6,S22,TAMIL NADU,1760,0.12
LOGARANGAN.M,1,TIRUVALLUR,73555,Makkal Needhi Maiam,176,S22,TAMIL NADU,73731,5.24
M.VETRISELVI,1,TIRUVALLUR,65254,Naam Tamilar Katchi,162,S22,TAMIL NADU,65416,4.65
G.ARULRAJ,1,TIRUVALLUR,871,Independent,1,S22,TAMIL NADU,872,0.06
D.ANANDARAJ,1,TIRUVALLUR,788,Independent,1,S22,TAMIL NADU,789,0.06
K.KAMALANATHAN,1,TIRUVALLUR,704,Independent,1,S22,TAMIL NADU,705,0.05
V.GUNASEKARAN,1,TIRUVALLUR,907,Independent,1,S22,TAMIL NADU,908,0.06
K.CHANDRASEKAR,1,TIRUVALLUR,762,Independent,0,S22,TAMIL NADU,762,0.05
S.SARGUNAM,1,TIRUVALLUR,722,Independent,1,S22,TAMIL NADU,723,0.05
C.BHARATH,1,TIRUVALLUR,1976,Independent,1,S22,TAMIL NADU,1977,0.14
A.MANIKANDAN,1,TIRUVALLUR,3123,Independent,3,S22,TAMIL NADU,3126,0.22
MURUGESAN,1,TIRUVALLUR,3185,Independent,0,S22,TAMIL NADU,3185,0.23
PON.RAJA,1,TIRUVALLUR,33869,Independent,75,S22,TAMIL NADU,33944,2.41
N.VIKRAMAN,1,TIRUVALLUR,1942,Independent,0,S22,TAMIL NADU,1942,0.14
VIJAYA .R.,1,TIRUVALLUR,2363,Independent,5,S22,TAMIL NADU,2368,0.17
G.GEORGE,1,TIRUVALLUR,726,Independent,2,S22,TAMIL NADU,728,0.05
ANNADURAI C N,11,TIRUVANNAMALAI,661719,Dravida Munnetra Kazhagam,4553,S22,TAMIL NADU,666272,57.85
AGRI KRISHNAMURTHY S S,11,TIRUVANNAMALAI,360256,All India Anna Dravida Munnetra Kazhagam,1829,S22,TAMIL NADU,362085,31.44
BABU B,11,TIRUVANNAMALAI,4046,Bahujan Samaj Party,78,S22,TAMIL NADU,4124,0.36
ARUL R,11,TIRUVANNAMALAI,14512,Makkal Needhi Maiam,142,S22,TAMIL NADU,14654,1.27
KALASTHRI S,11,TIRUVANNAMALAI,1967,All India Uzhavargal Uzhaippalargal Katchi,32,S22,TAMIL NADU,1999,0.17
RAMESHBABU R,11,TIRUVANNAMALAI,27258,Naam Tamilar Katchi,245,S22,TAMIL NADU,27503,2.39
ANNADURAI T S,11,TIRUVANNAMALAI,923,Independent,14,S22,TAMIL NADU,937,0.08
ANNADURAI S,11,TIRUVANNAMALAI,1206,Independent,12,S22,TAMIL NADU,1218,0.11
ANNADURAI B,11,TIRUVANNAMALAI,842,Independent,6,S22,TAMIL NADU,848,0.07
ANBALAGAN M,11,TIRUVANNAMALAI,814,Independent,10,S22,TAMIL NADU,824,0.07
INDIRAMOHAN P,11,TIRUVANNAMALAI,727,Independent,1,S22,TAMIL NADU,728,0.06
UDHAYAKUMAR P S,11,TIRUVANNAMALAI,756,Independent,3,S22,TAMIL NADU,759,0.07
AYYAPPAN M,11,TIRUVANNAMALAI,846,Independent,5,S22,TAMIL NADU,851,0.07
KARUNA S,11,TIRUVANNAMALAI,1851,Independent,4,S22,TAMIL NADU,1855,0.16
KALAIMANI S,11,TIRUVANNAMALAI,1632,Independent,0,S22,TAMIL NADU,1632,0.14
KRISHNAMOORTHY A,11,TIRUVANNAMALAI,4175,Independent,0,S22,TAMIL NADU,4175,0.36
KRISHNAMURTHI R,11,TIRUVANNAMALAI,4001,Independent,0,S22,TAMIL NADU,4001,0.35
SIVAGURURAJ T,11,TIRUVANNAMALAI,1758,Independent,0,S22,TAMIL NADU,1758,0.15
GNANASEKAR A,11,TIRUVANNAMALAI,38503,Independent,136,S22,TAMIL NADU,38639,3.35
PADAVETTAN M,11,TIRUVANNAMALAI,604,Independent,2,S22,TAMIL NADU,606,0.05
RAGHUNATHAN K,11,TIRUVANNAMALAI,505,Independent,1,S22,TAMIL NADU,506,0.04
RAJENDIRAN T,11,TIRUVANNAMALAI,566,Independent,5,S22,TAMIL NADU,571,0.05
VIGNESHWARAN A,11,TIRUVANNAMALAI,606,Independent,0,S22,TAMIL NADU,606,0.05
VIJAYAN A,11,TIRUVANNAMALAI,622,Independent,1,S22,TAMIL NADU,623,0.05
VELU R,11,TIRUVANNAMALAI,1631,Independent,7,S22,TAMIL NADU,1638,0.14
KALIYAMOORTHY G,13,VILUPPURAM,3917,Bahujan Samaj Party,26,S22,TAMIL NADU,3943,0.35
RAVIKUMAR D,13,VILUPPURAM,556675,Dravida Munnetra Kazhagam,2910,S22,TAMIL NADU,559585,49.28
ABIRAMI P,13,VILUPPURAM,4719,Tamil Nadu Ilangyar Katchi,20,S22,TAMIL NADU,4739,0.42
ANBIN POYYAMOZHI S,13,VILUPPURAM,17819,Makkal Needhi Maiam,72,S22,TAMIL NADU,17891,1.58
PRAKALATHA D,13,VILUPPURAM,24480,Naam Tamilar Katchi,129,S22,TAMIL NADU,24609,2.17
RAJA S,13,VILUPPURAM,2529,Agila India Makkal Kazhagam,3,S22,TAMIL NADU,2532,0.22
VADIVEL RAVANAN S,13,VILUPPURAM,430091,Pattali Makkal Katchi,1426,S22,TAMIL NADU,431517,38.0
ARASAN K,13,VILUPPURAM,12778,Independent,3,S22,TAMIL NADU,12781,1.13
ANBALAGAN T,13,VILUPPURAM,1312,Independent,2,S22,TAMIL NADU,1314,0.12
GANAPATHY N,13,VILUPPURAM,57939,Independent,80,S22,TAMIL NADU,58019,5.11
KATHIRVEL M,13,VILUPPURAM,994,Independent,1,S22,TAMIL NADU,995,0.09
DESINGU A,13,VILUPPURAM,1348,Independent,2,S22,TAMIL NADU,1350,0.12
RAJASEKARAN M,13,VILUPPURAM,4316,Independent,6,S22,TAMIL NADU,4322,0.38
ALAGARSAMY R.,34,VIRUDHUNAGAR,315055,Desiya Murpokku Dravida Kazhagam,1274,S22,TAMIL NADU,316329,29.43
PERUMALSAMY M.,34,VIRUDHUNAGAR,3707,Bahujan Samaj Party,63,S22,TAMIL NADU,3770,0.35
MANICKAM TAGORE B.,34,VIRUDHUNAGAR,464667,Indian National Congress,6216,S22,TAMIL NADU,470883,43.81
ARULMOZHITHEVAN K.,34,VIRUDHUNAGAR,52591,Naam Tamilar Katchi,449,S22,TAMIL NADU,53040,4.94
KAVITHA A.,34,VIRUDHUNAGAR,1632,Ahila India Dhayaga Makkal Munnetra Katchi,133,S22,TAMIL NADU,1765,0.16
SAKKARAVARTHY P.,34,VIRUDHUNAGAR,2731,All  India Puratchi Thalaivar Makkal Munnettra Kazhagam,33,S22,TAMIL NADU,2764,0.26
PACKIARAJ E.,34,VIRUDHUNAGAR,1529,Tamil Nadu Ilangyar Katchi,16,S22,TAMIL NADU,1545,0.14
MANIKANDAN R.,34,VIRUDHUNAGAR,1964,Ezhuchi Tamilargal Munnetra Kazhagam,5,S22,TAMIL NADU,1969,0.18
MUNIYASAMY V.,34,VIRUDHUNAGAR,56815,Makkal Needhi Maiam,314,S22,TAMIL NADU,57129,5.32
ALAGARSAMY N.,34,VIRUDHUNAGAR,3723,Independent,17,S22,TAMIL NADU,3740,0.35
ELANGO S.,34,VIRUDHUNAGAR,935,Independent,2,S22,TAMIL NADU,937,0.09
UMAYORUBAGAM M.,34,VIRUDHUNAGAR,788,Independent,1,S22,TAMIL NADU,789,0.07
GANESHKUMAR S.,34,VIRUDHUNAGAR,1622,Independent,2,S22,TAMIL NADU,1624,0.15
KALYANASUNDARAM A.,34,VIRUDHUNAGAR,2479,Independent,8,S22,TAMIL NADU,2487,0.23
GOVINDAN A.,34,VIRUDHUNAGAR,4194,Independent,5,S22,TAMIL NADU,4199,0.39
SANKARANARAYANAN N.,34,VIRUDHUNAGAR,3701,Independent,4,S22,TAMIL NADU,3705,0.34
SABARI PONRAJ B.,34,VIRUDHUNAGAR,5662,Independent,4,S22,TAMIL NADU,5666,0.53
SUGAN RAJEEV M.,34,VIRUDHUNAGAR,2435,Independent,1,S22,TAMIL NADU,2436,0.23
SENTHILKUMAR S.,34,VIRUDHUNAGAR,2714,Independent,3,S22,TAMIL NADU,2717,0.25
SELVAKUMAR M.,34,VIRUDHUNAGAR,842,Independent,4,S22,TAMIL NADU,846,0.08
ADVOCATE.THANGAPANDIAN M.,34,VIRUDHUNAGAR,1495,Independent,7,S22,TAMIL NADU,1502,0.14
DR.DHANUSHKODI M.,34,VIRUDHUNAGAR,3108,Independent,10,S22,TAMIL NADU,3118,0.29
THIAGARAJAN P.I.D.,34,VIRUDHUNAGAR,850,Independent,3,S22,TAMIL NADU,853,0.08
PARAMASIVA IYYAPPAN S.,34,VIRUDHUNAGAR,107033,Independent,582,S22,TAMIL NADU,107615,10.01
PALANICHAMY KUDUMBAR P.,34,VIRUDHUNAGAR,1060,Independent,5,S22,TAMIL NADU,1065,0.1
BACKIYARAJ K.,34,VIRUDHUNAGAR,822,Independent,3,S22,TAMIL NADU,825,0.08
BALACHANDAR N.,34,VIRUDHUNAGAR,1812,Independent,2,S22,TAMIL NADU,1814,0.17
VALLINAYAGAM N.,34,VIRUDHUNAGAR,2289,Independent,22,S22,TAMIL NADU,2311,0.22
GODAM NAGESH,1,ADILABAD,318665,Telangana Rashtra Samithi,149,S29,TELANGANA,318814,29.97
RATHOD RAMESH,1,ADILABAD,314057,Indian National Congress,181,S29,TELANGANA,314238,29.54
SOYAM BAPU RAO,1,ADILABAD,376892,Bharatiya Janata Party,482,S29,TELANGANA,377374,35.48
KUMRAM VANDANA,1,ADILABAD,8005,Nava Praja Rajyam Party,2,S29,TELANGANA,8007,0.75
DHARAVATH NARENDHAR NAIK,1,ADILABAD,5233,Janasena Party,8,S29,TELANGANA,5241,0.49
PAWAR KRISHNA,1,ADILABAD,2702,Rashtriya Jankranti Party,3,S29,TELANGANA,2705,0.25
BHEEMRAO,1,ADILABAD,6833,Ambedkarite Party of India,4,S29,TELANGANA,6837,0.64
AARE ELLANNA,1,ADILABAD,3019,Independent,0,S29,TELANGANA,3019,0.28
KUMRA RAJU,1,ADILABAD,4388,Independent,0,S29,TELANGANA,4388,0.41
GANTA PENTANNA,1,ADILABAD,4548,Independent,0,S29,TELANGANA,4548,0.43
NETHAVATH RAMDAS,1,ADILABAD,5523,Independent,0,S29,TELANGANA,5523,0.52
KOMATI REDDY VENKAT REDDY,14,BHONGIR,532031,Indian National Congress,764,S29,TELANGANA,532795,43.94
GODA SRI RAMULU,14,BHONGIR,28135,Communist Party of India,18,S29,TELANGANA,28153,2.32
DR. BOORA NARSAIAH GOUD,14,BHONGIR,527235,Telangana Rashtra Samithi,341,S29,TELANGANA,527576,43.51
P.V. SHYAM SUNDER RAO,14,BHONGIR,65222,Bharatiya Janata Party,235,S29,TELANGANA,65457,5.4
KOTHA KISTAIAH,14,BHONGIR,1648,Ambedkar National Congress,0,S29,TELANGANA,1648,0.14
S.V. RAMANA RAO,14,BHONGIR,1157,Samajwadi Forward Bloc,1,S29,TELANGANA,1158,0.1
SAMRAT NARENDER BOILLA,14,BHONGIR,1415,Republican Party of India,1,S29,TELANGANA,1416,0.12
